ID,date,time,latitude,longitude,altitude (m),speed (km/h),type
Blacky,01/07/19,13:30:00,-18.924084,48.40229,930.2,-,W
Blacky,01/07/19,13:31:00,-18.924047,48.402359,941,-,W
Blacky,01/07/19,14:15:00,-18.924215,48.402374,933.9,-,W
Blacky,01/07/19,11:58:00,-18.924011,48.402336,936.3,1.2,T
Blacky,01/07/19,12:52:00,-18.924065,48.402531,905.2,4.9,T
Blacky,01/07/19,13:13:00,-18.923969,48.402519,903.2,1.6,T
Blacky,01/07/19,13:30:00,-18.924084,48.40229,930.2,0,T
Blacky,01/07/19,13:31:00,-18.924047,48.402359,941,0,T
Blacky,01/07/19,14:15:00,-18.924215,48.402374,933.9,0.2,T
Blacky,01/07/19,14:36:00,-18.924074,48.402328,969.8,0.3,T
Blacky,01/07/19,14:56:00,-18.923811,48.402363,925,0.2,T
Blacky,01/07/19,15:16:00,-18.924299,48.402592,906.6,0,T
Blacky,01/07/19,15:36:00,-18.923994,48.402157,937.4,0,T
Blacky,01/07/19,16:08:00,-18.924049,48.402435,912.5,1,T
Blacky,01/07/19,16:54:00,-18.923956,48.402294,944.6,2.3,T
Blacky,01/07/19,17:14:00,-18.924255,48.402618,936.4,2.4,T
Blacky,01/07/19,18:26:00,-18.924255,48.402618,936.4,2.4,T
Blacky,01/07/19,19:16:00,-18.924072,48.402328,902.7,2.2,T
Blacky,01/07/19,20:07:00,-18.92392,48.402313,907.4,2.7,T
Blacky,01/07/19,20:40:00,-18.923946,48.402157,905,1.2,T
Blacky,01/07/19,21:21:00,-18.923985,48.402351,927.6,1.5,T
Blacky,01/07/19,21:41:00,-18.924028,48.402328,948.3,0,T
Blacky,01/07/19,22:02:00,-18.923851,48.402428,931.9,0,T
Blacky,01/07/19,22:59:00,-18.924131,48.402596,960.3,2.6,T
Blacky,02/07/19,0:03:00,-18.923998,48.402306,942.3,1.8,T
Blacky,02/07/19,0:49:00,-18.923843,48.402279,933.5,1.6,T
Blacky,02/07/19,1:46:00,-18.924137,48.40239,934.2,0.8,T
Blacky,02/07/19,2:11:00,-18.924122,48.402336,943.3,0.2,T
Blacky,02/07/19,2:36:00,-18.92399,48.402294,936.6,1,T
Blacky,02/07/19,2:57:00,-18.924034,48.402348,938.6,1,T
Blacky,02/07/19,4:03:00,-18.924072,48.402382,934.4,0,T
Blacky,02/07/19,5:05:00,-18.924057,48.402439,934.8,0.6,T
Blacky,02/07/19,6:13:00,-18.924093,48.402363,935.6,0.6,T
Blacky,02/07/19,8:04:00,-18.924093,48.402363,935.6,0.6,T
Blacky,02/07/19,8:50:00,-18.924089,48.402,878.6,0,T
Blacky,02/07/19,9:22:00,-18.924004,48.402359,940.1,1,T
Blacky,02/07/19,9:49:00,-18.924067,48.402481,888.6,0,T
Blacky,02/07/19,10:10:00,-18.924017,48.402264,926.4,0,T
Blacky,02/07/19,10:38:00,-18.923988,48.402229,941.4,0,T
Blacky,02/07/19,10:59:00,-18.923429,48.403542,967.5,1.3,T
Blacky,02/07/19,11:20:00,-18.923386,48.404022,959.3,3.2,T
Blacky,02/07/19,12:19:00,-18.924498,48.402821,918.6,3.9,T
Blacky,02/07/19,13:08:00,-18.922882,48.402866,945.5,1.4,T
Blacky,02/07/19,13:51:00,-18.924019,48.402294,936.6,1.9,T
Blacky,02/07/19,14:27:00,-18.923939,48.402374,898.5,0.2,T
Blacky,02/07/19,15:06:00,-18.924097,48.402225,928.6,3.2,T
Blacky,02/07/19,15:43:00,-18.923979,48.402317,959.6,1.2,T
Blacky,02/07/19,16:20:00,-18.923971,48.402401,930.6,0,T
Blacky,02/07/19,16:40:00,-18.923916,48.402489,943,0,T
Blacky,02/07/19,17:13:00,-18.923962,48.402355,928.2,2.3,T
Blacky,02/07/19,17:33:00,-18.924042,48.402359,897.9,0,T
Blacky,02/07/19,17:58:00,-18.924101,48.40237,907.1,0.5,T
Blacky,02/07/19,18:57:00,-18.923981,48.402428,936.2,3.5,T
Blacky,02/07/19,19:19:00,-18.924015,48.402405,918.3,3.2,T
Blacky,02/07/19,19:47:00,-18.924026,48.402531,971.2,1.4,T
Blacky,02/07/19,20:26:00,-18.924,48.402412,951.4,1.5,T
Blacky,02/07/19,21:07:00,-18.923887,48.40218,955.1,1.4,T
Blacky,02/07/19,22:01:00,-18.923887,48.40218,955.1,1.4,T
Blacky,02/07/19,22:32:00,-18.923962,48.402386,938.9,0.8,T
Blacky,03/07/19,6:39:00,-18.924011,48.402321,937.7,-,W
Blacky,03/07/19,19:23:00,-18.924,48.402317,919.5,-,W
Blacky,03/07/19,2:13:00,-18.923962,48.402386,938.9,0.8,T
Blacky,03/07/19,3:21:00,-18.924013,48.402332,919.1,1,T
Blacky,03/07/19,3:42:00,-18.924036,48.402233,938,0,T
Blacky,03/07/19,4:08:00,-18.924173,48.402374,942,0,T
Blacky,03/07/19,6:39:00,-18.924011,48.402321,937.7,3.8,T
Blacky,03/07/19,6:41:00,-18.923998,48.402317,940.5,0.8,T
Blacky,03/07/19,12:36:00,-18.923454,48.400845,931.8,0,T
Blacky,03/07/19,13:02:00,-18.923407,48.400806,925.1,0,T
Blacky,03/07/19,13:35:00,-18.924187,48.402122,947.2,2.8,T
Blacky,03/07/19,14:03:00,-18.924072,48.402336,930.8,2.5,T
Blacky,03/07/19,14:41:00,-18.923946,48.402134,971.6,3.7,T
Blacky,03/07/19,15:23:00,-18.924013,48.402332,943.2,1.1,T
Blacky,03/07/19,16:08:00,-18.923969,48.402275,926.1,1.8,T
Blacky,03/07/19,17:04:00,-18.924026,48.40237,969,3.3,T
Blacky,03/07/19,17:32:00,-18.923958,48.402443,959.4,1.8,T
Blacky,03/07/19,18:32:00,-18.923843,48.403088,805.2,2.9,T
Blacky,03/07/19,19:23:00,-18.924,48.402317,919.5,0.8,T
Blacky,03/07/19,20:26:00,-18.924007,48.402359,948.9,0.9,T
Blacky,03/07/19,20:52:00,-18.923992,48.402325,938.8,0,T
Blacky,03/07/19,21:14:00,-18.923922,48.402355,982.7,0.7,T
Blacky,03/07/19,22:33:00,-18.923922,48.402355,982.7,5.4,T
Blacky,03/07/19,23:04:00,-18.923941,48.402122,867.5,3.4,T
Blacky,03/07/19,23:29:00,-18.923962,48.402264,920.8,3.7,T
Blacky,03/07/19,23:49:00,-18.923845,48.402077,895.4,0,T
Blacky,04/07/19,4:52:00,-18.923923,48.40242,956.6,-,W
Blacky,04/07/19,0:44:00,-18.924019,48.402275,940.6,1.8,T
Blacky,04/07/19,1:43:00,-18.924053,48.402332,927.8,1.4,T
Blacky,04/07/19,2:41:00,-18.924046,48.402298,937.7,1.2,T
Blacky,04/07/19,3:33:00,-18.923988,48.402309,923.9,0,T
Blacky,04/07/19,3:52:00,-18.924269,48.402256,923.5,0,T
Blacky,04/07/19,4:28:00,-18.924042,48.402325,935.7,0.3,T
Blacky,04/07/19,4:52:00,-18.923923,48.40242,956.6,0,T
Blacky,04/07/19,5:27:00,-18.924368,48.40295,972.1,0,T
Blacky,04/07/19,6:05:00,-18.924042,48.402325,935.8,0.3,T
Blacky,04/07/19,6:59:00,-18.924065,48.402279,915,0,T
Blacky,04/07/19,7:57:00,-18.924051,48.40221,937.5,1,T
Blacky,04/07/19,8:25:00,-18.924047,48.402287,936.1,0,T
Blacky,04/07/19,8:52:00,-18.924021,48.402473,971.3,1.2,T
Blacky,05/07/19,14:03:00,-18.92416,48.402718,941.9,-,W
Blacky,05/07/19,14:13:00,-18.923994,48.402618,919.2,-,W
Blacky,05/07/19,12:36:00,-18.924547,48.402893,926.6,1,T
Blacky,05/07/19,13:11:00,-18.924313,48.402721,934.9,1.5,T
Blacky,05/07/19,13:31:00,-18.924301,48.402653,935.9,1.3,T
Blacky,05/07/19,14:03:00,-18.92416,48.402718,941.9,0,T
Blacky,05/07/19,14:13:00,-18.923994,48.402618,919.2,0,T
Blacky,05/07/19,14:33:00,-18.924019,48.402309,915.3,0,T
Blacky,05/07/19,14:54:00,-18.924051,48.402298,950.9,0.6,T
Blacky,05/07/19,15:15:00,-18.924057,48.402344,918.1,1.3,T
Blacky,05/07/19,15:36:00,-18.92411,48.402462,962.9,0.6,T
Blacky,05/07/19,16:35:00,-18.924154,48.402454,916.3,0.4,T
Blacky,05/07/19,16:55:00,-18.924227,48.402306,937.2,0.4,T
Blacky,05/07/19,17:17:00,-18.924015,48.402397,883.5,2.7,T
Blacky,05/07/19,17:42:00,-18.92403,48.402367,936.4,0.8,T
Blacky,05/07/19,18:17:00,-18.923946,48.402271,942,2.1,T
Blacky,05/07/19,18:37:00,-18.924036,48.402512,922.8,0,T
Blacky,05/07/19,19:00:00,-18.923994,48.402374,925.5,0,T
Blacky,05/07/19,19:25:00,-18.923975,48.402386,941.7,0.8,T
Blacky,05/07/19,20:26:00,-18.923948,48.40234,911.6,0.2,T
Blacky,05/07/19,21:25:00,-18.923937,48.402439,911.6,2.2,T
Blacky,05/07/19,22:37:00,-18.924072,48.402363,930.5,1.2,T
Blacky,05/07/19,23:34:00,-18.923967,48.402126,976.4,1.2,T
Blacky,06/07/19,6:08:00,-18.924072,48.40229,886.6,-,W
Blacky,06/07/19,0:39:00,-18.923933,48.402397,930.8,0.7,T
Blacky,06/07/19,1:42:00,-18.923933,48.402397,930.8,0.7,T
Blacky,06/07/19,2:38:00,-18.923933,48.402435,944.3,0.9,T
Blacky,06/07/19,3:28:00,-18.924099,48.402466,950.8,0.5,T
Blacky,06/07/19,3:48:00,-18.924053,48.402145,863.8,1.4,T
Blacky,06/07/19,4:45:00,-18.923977,48.402355,933.7,1.3,T
Blacky,06/07/19,5:11:00,-18.923897,48.402443,944.7,1.8,T
Blacky,06/07/19,5:31:00,-18.923887,48.402267,875.1,1.3,T
Blacky,06/07/19,6:08:00,-18.924072,48.40229,886.6,1.4,T
Blacky,06/07/19,6:38:00,-18.923929,48.402245,886.1,6.9,T
Blacky,06/07/19,7:05:00,-18.924971,48.40498,890.8,3.3,T
Blacky,08/07/19,6:49:00,-18.923986,48.402351,932.9,-,W
Blacky,08/07/19,11:55:00,-18.923912,48.402225,912.8,-,W
Blacky,08/07/19,12:04:00,-18.923903,48.402298,948.2,-,W
Blacky,08/07/19,15:05:00,-18.924009,48.402412,947.7,-,W
Blacky,08/07/19,15:48:00,-18.923939,48.402428,952.2,-,W
Blacky,08/07/19,17:27:00,-18.924038,48.402401,978.7,-,W
Blacky,08/07/19,6:49:00,-18.924047,48.402405,927.8,1.5,T
Blacky,08/07/19,6:49:00,-18.923986,48.402351,932.9,0.5,T
Blacky,08/07/19,7:43:00,-18.924063,48.402332,941.1,0.2,T
Blacky,08/07/19,8:40:00,-18.924063,48.402332,941.1,0.2,T
Blacky,08/07/19,9:01:00,-18.924028,48.402229,937.2,0,T
Blacky,08/07/19,10:02:00,-18.924089,48.402306,915.4,0.5,T
Blacky,08/07/19,10:57:00,-18.924059,48.402206,931.5,0,T
Blacky,08/07/19,11:44:00,-18.924059,48.402103,909.9,0,T
Blacky,08/07/19,11:55:00,-18.923912,48.402225,912.8,0.4,T
Blacky,08/07/19,12:04:00,-18.923903,48.402298,948.2,4.1,T
Blacky,08/07/19,12:25:00,-18.92403,48.402428,925,0,T
Blacky,08/07/19,12:45:00,-18.923983,48.402557,918.8,0,T
Blacky,08/07/19,13:06:00,-18.923855,48.400558,926.8,0.9,T
Blacky,08/07/19,13:53:00,-18.92407,48.402225,936.9,0,T
Blacky,08/07/19,14:35:00,-18.924372,48.402924,927.8,2.3,T
Blacky,08/07/19,14:55:00,-18.924021,48.402462,944.2,0.8,T
Blacky,08/07/19,15:05:00,-18.924009,48.402412,947.7,3.6,T
Blacky,08/07/19,15:25:00,-18.924021,48.40247,948.1,2.5,T
Blacky,08/07/19,15:48:00,-18.923939,48.402428,952.2,2.8,T
Blacky,08/07/19,16:08:00,-18.924004,48.402317,942,0.4,T
Blacky,08/07/19,16:35:00,-18.924341,48.402287,843.7,2,T
Blacky,08/07/19,17:06:00,-18.92433,48.402985,944.7,1.7,T
Blacky,08/07/19,17:27:00,-18.924038,48.402401,978.7,0.9,T
Blacky,08/07/19,17:55:00,-18.924017,48.40234,939.8,1.1,T
Blacky,08/07/19,18:39:00,-18.924038,48.402298,940.6,0,T
Blacky,08/07/19,19:13:00,-18.924055,48.402264,916.9,0.8,T
Blacky,08/07/19,19:45:00,-18.924,48.402302,943.8,2.5,T
Blacky,08/07/19,20:23:00,-18.924057,48.402306,929.8,0.3,T
Blacky,08/07/19,21:02:00,-18.924011,48.402359,915.5,0,T
Blacky,08/07/19,21:22:00,-18.924028,48.402298,942.4,0,T
Blacky,08/07/19,22:05:00,-18.924021,48.402332,925.7,0,T
Blacky,08/07/19,22:33:00,-18.924019,48.402267,935.4,0.3,T
Blacky,08/07/19,23:20:00,-18.92404,48.402325,926.3,2.3,T
Blacky,08/07/19,23:52:00,-18.923996,48.402302,929,0.6,T
Blacky,09/07/19,9:04:00,-18.924051,48.402317,920.4,-,W
Blacky,09/07/19,9:08:00,-18.923769,48.40247,981.6,-,W
Blacky,09/07/19,11:24:00,-18.924038,48.402168,944.6,-,W
Blacky,09/07/19,13:42:00,-18.923784,48.402378,875.5,-,W
Blacky,09/07/19,14:13:00,-18.924543,48.403442,923.2,-,W
Blacky,09/07/19,3:41:00,-18.923973,48.402325,948.7,-,W
Blacky,09/07/19,3:42:00,-18.924068,48.402447,944.2,-,W
Blacky,09/07/19,6:38:00,-18.921913,48.403717,995.6,-,W
Blacky,09/07/19,8:45:00,-18.924109,48.402325,925.6,-,W
Blacky,09/07/19,0:37:00,-18.924053,48.402294,927.6,0.1,T
Blacky,09/07/19,1:32:00,-18.924026,48.402287,932.2,0.5,T
Blacky,09/07/19,2:09:00,-18.924021,48.402332,933.3,0.5,T
Blacky,09/07/19,3:03:00,-18.924007,48.402245,915.4,0,T
Blacky,09/07/19,3:41:00,-18.923973,48.402325,948.7,0,T
Blacky,09/07/19,3:42:00,-18.924068,48.402447,944.2,0,T
Blacky,09/07/19,4:16:00,-18.923803,48.40221,939.1,0,T
Blacky,09/07/19,4:50:00,-18.924023,48.40229,931.9,0.9,T
Blacky,09/07/19,5:30:00,-18.921919,48.403687,1002.2,0,T
Blacky,09/07/19,6:09:00,-18.921932,48.403709,999.6,1.1,T
Blacky,09/07/19,6:38:00,-18.921913,48.403717,995.6,0.3,T
Blacky,09/07/19,8:43:00,-18.924074,48.402325,926.2,0,T
Blacky,09/07/19,8:45:00,-18.924109,48.402325,925.6,0.3,T
Blacky,09/07/19,8:49:00,-18.92392,48.402267,946.8,1.1,T
Blacky,09/07/19,8:55:00,-18.924095,48.402306,923.5,0,T
Blacky,09/07/19,9:04:00,-18.924051,48.402317,920.4,0.4,T
Blacky,09/07/19,9:08:00,-18.923769,48.40247,981.6,0.9,T
Blacky,09/07/19,10:02:00,-18.924168,48.401855,966,0,T
Blacky,09/07/19,10:48:00,-18.92449,48.402802,915.9,2.4,T
Blacky,09/07/19,11:24:00,-18.924038,48.402168,944.6,1.4,T
Blacky,09/07/19,11:45:00,-18.924122,48.402344,932.1,0.6,T
Blacky,09/07/19,12:05:00,-18.923986,48.402367,925.8,0,T
Blacky,09/07/19,13:08:00,-18.924046,48.402359,948.1,2.2,T
Blacky,09/07/19,13:42:00,-18.923784,48.402378,875.5,0,T
Blacky,09/07/19,14:13:00,-18.924543,48.403442,923.2,1.1,T
Blacky,09/07/19,14:33:00,-18.924473,48.402882,932.6,1.6,T
Blacky,09/07/19,15:28:00,-18.924049,48.40237,943.4,0.2,T
Blacky,09/07/19,16:14:00,-18.923975,48.402431,916,1.4,T
Blacky,09/07/19,16:34:00,-18.924021,48.402283,931,1.4,T
Blacky,09/07/19,16:53:00,-18.92428,48.402599,944.4,5.4,T
Blacky,09/07/19,17:53:00,-18.923941,48.40234,944.8,0.5,T
Blacky,10/07/19,11:19:00,-18.923977,48.402401,938.9,-,W
Blacky,10/07/19,11:47:00,-18.924046,48.402252,942.7,-,W
Blacky,10/07/19,12:02:00,-18.923855,48.400726,914.2,-,W
Blacky,10/07/19,12:53:00,-18.924097,48.40189,946.4,-,W
Blacky,10/07/19,13:24:00,-18.923454,48.400738,930.6,-,W
Blacky,10/07/19,13:54:00,-18.924023,48.402302,930.3,-,W
Blacky,10/07/19,13:55:00,-18.923988,48.402256,936.2,-,W
Blacky,10/07/19,7:06:00,-18.924479,48.402977,930.2,-,W
Blacky,10/07/19,6:24:00,-18.924295,48.402641,947.3,0.2,T
Blacky,10/07/19,6:59:00,-18.924299,48.402977,934.4,0,T
Blacky,10/07/19,7:06:00,-18.924479,48.402977,930.2,0,T
Blacky,10/07/19,7:40:00,-18.924412,48.402824,929.5,1.7,T
Blacky,10/07/19,9:53:00,-18.923992,48.402267,943.3,0.3,T
Blacky,10/07/19,10:17:00,-18.923944,48.402122,941.5,2,T
Blacky,10/07/19,11:19:00,-18.923977,48.402401,938.9,0,T
Blacky,10/07/19,11:40:00,-18.92411,48.402325,930.6,0,T
Blacky,10/07/19,11:47:00,-18.924046,48.402252,942.7,2.1,T
Blacky,10/07/19,12:02:00,-18.923855,48.400726,914.2,0.6,T
Blacky,10/07/19,12:53:00,-18.924097,48.40189,946.4,1.9,T
Blacky,10/07/19,13:24:00,-18.923454,48.400738,930.6,1.3,T
Blacky,10/07/19,13:54:00,-18.924023,48.402302,930.3,0.4,T
Blacky,10/07/19,13:55:00,-18.923988,48.402256,936.2,2.5,T
Blacky,10/07/19,15:00:00,-18.924133,48.402607,933.3,5.3,T
Blacky,10/07/19,16:05:00,-18.923988,48.402283,926.8,0.5,T
Blacky,10/07/19,16:25:00,-18.924284,48.402855,919.8,0,T
Blacky,10/07/19,17:29:00,-18.924313,48.402828,937.5,1.2,T
Blacky,10/07/19,18:19:00,-18.924,48.402294,942.6,0,T
Blacky,10/07/19,19:19:00,-18.924021,48.402294,936.1,0,T
Blacky,10/07/19,19:40:00,-18.924,48.402298,936.5,0,T
Blacky,10/07/19,20:08:00,-18.924004,48.402248,919,0.7,T
Blacky,10/07/19,20:52:00,-18.923975,48.402328,932.5,0,T
Blacky,10/07/19,21:25:00,-18.924017,48.402298,931.4,0,T
Blacky,10/07/19,22:02:00,-18.924063,48.402328,910.9,3.1,T
Blacky,10/07/19,22:38:00,-18.924063,48.402287,916.8,1.7,T
Blacky,10/07/19,23:18:00,-18.92403,48.402336,949.3,0.3,T
Blacky,10/07/19,23:59:00,-18.923918,48.402454,910,0,T
Blacky,11/07/19,13:38:00,-18.92424,48.402649,936,-,W
Blacky,11/07/19,0:36:00,-18.923912,48.402386,925.1,1.2,T
Blacky,11/07/19,1:23:00,-18.923975,48.402374,921.5,1.1,T
Blacky,11/07/19,2:14:00,-18.923967,48.402248,943.1,0.6,T
Blacky,11/07/19,3:02:00,-18.924013,48.402306,937,0,T
Blacky,11/07/19,3:45:00,-18.924011,48.402401,933,0,T
Blacky,11/07/19,4:25:00,-18.924011,48.402401,933,0,T
Blacky,11/07/19,5:04:00,-18.92417,48.402386,905.4,0.8,T
Blacky,11/07/19,5:45:00,-18.921795,48.402855,996.3,0.7,T
Blacky,11/07/19,6:53:00,-18.921795,48.402855,996.3,0.7,T
Blacky,11/07/19,7:15:00,-18.923975,48.402512,992.2,0.8,T
Blacky,11/07/19,7:50:00,-18.923748,48.403393,919.9,3.2,T
Blacky,11/07/19,8:12:00,-18.923805,48.402428,930.1,0,T
Blacky,11/07/19,8:33:00,-18.92399,48.402355,934.1,0,T
Blacky,11/07/19,8:54:00,-18.92374,48.400719,946,0,T
Blacky,11/07/19,9:47:00,-18.924034,48.402344,927.4,0,T
Blacky,11/07/19,10:26:00,-18.924025,48.402332,930.2,0.6,T
Blacky,11/07/19,11:34:00,-18.924484,48.402882,921.5,1.5,T
Blacky,11/07/19,12:41:00,-18.923937,48.400761,968.6,3.3,T
Blacky,11/07/19,13:32:00,-18.924406,48.40284,927.6,1,T
Blacky,11/07/19,13:38:00,-18.92424,48.402649,936,0,T
Blacky,11/07/19,14:22:00,-18.924196,48.40239,939.6,1.1,T
Blacky,11/07/19,15:02:00,-18.924208,48.402569,958.9,1.8,T
Blacky,11/07/19,15:49:00,-18.924036,48.402302,961.2,0,T
Blacky,11/07/19,16:35:00,-18.924036,48.402302,961.2,0,T
Blacky,11/07/19,17:10:00,-18.924023,48.402328,938.3,0.3,T
Blacky,11/07/19,17:55:00,-18.923992,48.402298,934.7,1.5,T
Blacky,11/07/19,18:15:00,-18.923965,48.402283,929.1,1.6,T
Blacky,11/07/19,18:35:00,-18.923948,48.402294,921.3,1,T
Blacky,11/07/19,18:56:00,-18.923925,48.402206,913.2,0,T
Blacky,11/07/19,19:55:00,-18.923969,48.402309,931.1,0.7,T
Blacky,11/07/19,21:03:00,-18.923939,48.402317,928.1,0.6,T
Blacky,11/07/19,21:49:00,-18.923994,48.402298,922.2,1.3,T
Blacky,11/07/19,22:23:00,-18.923964,48.402245,937.9,2,T
Blacky,11/07/19,23:15:00,-18.923954,48.402191,921.7,0.9,T
Blacky,12/07/19,7:48:00,-18.923233,48.403648,949.9,-,W
Blacky,12/07/19,0:09:00,-18.923986,48.402214,931.8,1.3,T
Blacky,12/07/19,0:30:00,-18.924004,48.40213,950.5,1.7,T
Blacky,12/07/19,0:56:00,-18.923872,48.401894,988.9,0.6,T
Blacky,12/07/19,1:18:00,-18.923986,48.402206,939,1.9,T
Blacky,12/07/19,1:52:00,-18.923973,48.402473,934.1,0.6,T
Blacky,12/07/19,2:21:00,-18.924006,48.402462,933.9,0,T
Blacky,12/07/19,2:51:00,-18.924026,48.402435,927.9,0.7,T
Blacky,12/07/19,3:14:00,-18.924025,48.402451,926.2,0,T
Blacky,12/07/19,3:41:00,-18.923992,48.40239,961.7,0,T
Blacky,12/07/19,4:31:00,-18.924126,48.40242,937,0,T
Blacky,12/07/19,5:10:00,-18.924189,48.402504,922.5,0.3,T
Blacky,12/07/19,5:54:00,-18.92425,48.402809,922.9,0,T
Blacky,12/07/19,6:15:00,-18.92416,48.402523,933.9,1.9,T
Blacky,12/07/19,6:49:00,-18.924047,48.40234,953.9,0.4,T
Blacky,12/07/19,7:26:00,-18.923815,48.402515,952.1,1.4,T
Blacky,12/07/19,7:48:00,-18.923233,48.403648,949.9,0.4,T
Blacky,12/07/19,8:42:00,-18.92407,48.402466,932.6,0.7,T
Blacky,12/07/19,9:05:00,-18.92411,48.402306,916.8,0,T
Blacky,12/07/19,9:25:00,-18.924091,48.402309,933.5,0,T
Blacky,12/07/19,9:45:00,-18.924057,48.402294,911.3,1.7,T
Blacky,12/07/19,10:12:00,-18.924276,48.402443,970.3,1,T
Blacky,12/07/19,10:46:00,-18.923931,48.40237,930,1.9,T
Blacky,12/07/19,11:20:00,-18.923901,48.402298,976,0,T
Blacky,12/07/19,11:52:00,-18.924009,48.402504,920.7,0,T
Blacky,12/07/19,12:57:00,-18.924053,48.402283,936.8,0.5,T
Blacky,12/07/19,13:21:00,-18.92388,48.401234,929.7,0,T
Blacky,12/07/19,13:40:00,-18.923965,48.400768,941.1,0,T
Blacky,12/07/19,14:25:00,-18.923908,48.402569,941,0,T
Blacky,12/07/19,15:10:00,-18.924154,48.402569,937.2,0,T
Blacky,12/07/19,15:30:00,-18.924009,48.402302,933.8,0,T
Blacky,12/07/19,15:53:00,-18.924089,48.402328,933.5,2.3,T
Blacky,12/07/19,16:45:00,-18.924301,48.402676,944,0.2,T
Blacky,12/07/19,17:26:00,-18.924307,48.402878,938,2.1,T
Blacky,12/07/19,18:01:00,-18.923992,48.402302,925.2,0.8,T
Blacky,12/07/19,18:21:00,-18.923971,48.402306,932.1,0.3,T
Blacky,12/07/19,18:48:00,-18.923983,48.402378,941.5,2.2,T
Blacky,12/07/19,19:52:00,-18.923975,48.402252,932.4,0,T
Blacky,12/07/19,20:55:00,-18.924143,48.402618,926.5,1.3,T
Blacky,12/07/19,22:03:00,-18.923859,48.402275,926.9,0,T
Blacky,12/07/19,23:08:00,-18.923859,48.402275,926.9,0,T
Blacky,12/07/19,23:55:00,-18.924021,48.402271,914.8,0.4,T
Blacky,13/07/19,12:41:00,-18.924036,48.402454,943.9,-,W
Blacky,13/07/19,0:32:00,-18.924017,48.402321,932.3,0,T
Blacky,13/07/19,1:16:00,-18.923946,48.40234,918.5,0,T
Blacky,13/07/19,1:36:00,-18.923996,48.402279,916.1,0.2,T
Blacky,13/07/19,1:55:00,-18.924042,48.402241,926.4,0,T
Blacky,13/07/19,2:15:00,-18.924038,48.402302,932.4,1.3,T
Blacky,13/07/19,2:35:00,-18.924044,48.402287,930.4,0,T
Blacky,13/07/19,3:30:00,-18.924042,48.402321,934.1,0,T
Blacky,13/07/19,4:09:00,-18.924059,48.402298,926.9,0.4,T
Blacky,13/07/19,5:08:00,-18.924219,48.403049,939,0.1,T
Blacky,13/07/19,6:49:00,-18.924219,48.403049,939,0.1,T
Blacky,13/07/19,7:32:00,-18.924097,48.402309,893.5,0.9,T
Blacky,13/07/19,8:09:00,-18.924028,48.402191,894.5,2,T
Blacky,13/07/19,9:10:00,-18.924063,48.402348,854.6,1.5,T
Blacky,13/07/19,9:55:00,-18.924055,48.402321,951.8,3,T
Blacky,13/07/19,10:39:00,-18.924067,48.402451,925.7,1.3,T
Blacky,13/07/19,11:42:00,-18.924097,48.402328,946.3,0,T
Blacky,13/07/19,12:41:00,-18.924036,48.402454,943.9,0.6,T
Blacky,13/07/19,13:08:00,-18.923908,48.402351,911.1,0,T
Blacky,13/07/19,13:35:00,-18.927071,48.409821,928.9,4.3,T
Blacky,30/09/19,6:26:00,-18.924915,48.404999,944.8,-,W
Blacky,30/09/19,6:30:00,-18.9249,48.405109,921.1,-,W
Blacky,30/09/19,6:41:00,-18.924017,48.402531,912.7,-,W
Blacky,30/09/19,6:53:00,-18.924192,48.402657,917.4,-,W
Blacky,30/09/19,10:04:00,-18.923521,48.40218,944,-,W
Blacky,30/09/19,10:05:00,-18.923939,48.402512,937.7,-,W
Blacky,30/09/19,10:46:00,-18.924568,48.402939,941.2,-,W
Blacky,30/09/19,6:17:00,-18.924683,48.404766,933,0.8,T
Blacky,30/09/19,6:26:00,-18.924915,48.404999,944.8,0,T
Blacky,30/09/19,6:30:00,-18.9249,48.405109,921.1,0,T
Blacky,30/09/19,6:41:00,-18.924017,48.402531,912.7,0,T
Blacky,30/09/19,6:53:00,-18.924192,48.402657,917.4,0,T
Blacky,30/09/19,7:23:00,-18.924189,48.403435,995.7,5.3,T
Blacky,30/09/19,7:52:00,-18.924133,48.402569,949.5,0,T
Blacky,30/09/19,8:22:00,-18.924101,48.402321,946.9,3.1,T
Blacky,30/09/19,8:57:00,-18.924129,48.402382,959.3,0.8,T
Blacky,30/09/19,9:46:00,-18.92416,48.402161,918.1,2.2,T
Blacky,30/09/19,10:04:00,-18.923521,48.40218,944,0,T
Blacky,30/09/19,10:05:00,-18.923939,48.402512,937.7,0.4,T
Blacky,30/09/19,10:46:00,-18.924568,48.402939,941.2,5.8,T
Blacky,30/09/19,11:06:00,-18.924383,48.402767,933.5,0,T
Blacky,30/09/19,11:27:00,-18.92441,48.402874,960.7,0,T
Blacky,30/09/19,11:50:00,-18.924376,48.403393,975.9,1,T
Blacky,30/09/19,12:13:00,-18.924019,48.402351,960.4,6.2,T
Blacky,30/09/19,14:03:00,-18.924019,48.402351,960.4,6.2,T
Blacky,30/09/19,14:49:00,-18.924206,48.4025,889.8,0.6,T
Blacky,30/09/19,15:26:00,-18.924118,48.402199,940.9,2,T
Blacky,30/09/19,15:47:00,-18.92411,48.402218,932,0.3,T
Blacky,30/09/19,16:50:00,-18.924051,48.402191,933.7,2.3,T
Blacky,30/09/19,17:27:00,-18.924051,48.402191,933.7,2.3,T
Blacky,30/09/19,17:49:00,-18.924124,48.402233,970.7,6.5,T
