ID,date,time,latitude,longitude,altitude (m),speed (km/h),type
Roxy,15/07/19,9:26:00,-18.914633,48.428719,913.9,0.8,T
Roxy,15/07/19,10:09:00,-18.914633,48.428719,913.9,0.3,T
Roxy,15/07/19,10:21:00,-18.914747,48.428997,939.7,0.7,T
Roxy,16/07/19,9:38:00,-18.915071,48.429398,999.2,-,W
Roxy,16/07/19,11:06:00,-18.915985,48.430767,906.3,-,W
Roxy,16/07/19,9:13:00,-18.914604,48.428703,952.3,0.4,T
Roxy,16/07/19,9:35:00,-18.914974,48.429356,1008.7,0.9,T
Roxy,16/07/19,9:38:00,-18.915071,48.429398,999.2,0.8,T
Roxy,16/07/19,10:44:00,-18.915071,48.429398,999.2,0.8,T
Roxy,16/07/19,11:04:00,-18.915922,48.43087,925.8,2.1,T
Roxy,16/07/19,11:06:00,-18.915985,48.430767,906.3,1.4,T
Roxy,16/07/19,11:07:00,-18.915926,48.430843,884.6,0.8,T
Roxy,19/07/19,10:27:00,-18.914663,48.428905,885.2,-,W
Roxy,19/07/19,10:29:00,-18.914511,48.429157,949.8,-,W
Roxy,19/07/19,12:11:00,-18.914896,48.430489,934.5,-,W
Roxy,19/07/19,12:23:00,-18.916571,48.42981,950.4,-,W
Roxy,19/07/19,10:20:00,-18.914577,48.429043,922.9,1.7,T
Roxy,19/07/19,10:27:00,-18.914663,48.428905,885.2,9.4,T
Roxy,19/07/19,10:29:00,-18.914511,48.429157,949.8,1.4,T
Roxy,19/07/19,11:21:00,-18.914282,48.429092,919.7,5.9,T
Roxy,19/07/19,12:01:00,-18.914732,48.428978,926.8,0,T
Roxy,19/07/19,12:11:00,-18.914896,48.430489,934.5,1.4,T
Roxy,19/07/19,12:23:00,-18.916571,48.42981,950.4,0.2,T
Roxy,19/07/19,17:45:00,-18.916571,48.42981,950.4,0.2,T
Roxy,19/07/19,18:11:00,-18.921402,48.422333,938.6,1.8,T
Roxy,19/07/19,19:56:00,-18.919376,48.423813,925,0,T
Roxy,19/07/19,20:18:00,-18.919376,48.423813,925,0.6,T
Roxy,19/07/19,20:20:00,-18.919077,48.423874,913.6,0,T
Roxy,20/07/19,12:29:00,-18.921101,48.422863,984.9,-,W
Roxy,20/07/19,12:29:00,-18.920923,48.422993,991.5,-,W
Roxy,20/07/19,12:31:00,-18.920477,48.423203,961,-,W
Roxy,20/07/19,12:32:00,-18.920319,48.423325,967.7,-,W
Roxy,20/07/19,16:16:00,-18.921064,48.422546,1018.4,-,W
Roxy,20/07/19,3:15:00,-18.921513,48.422127,913.9,1.2,T
Roxy,20/07/19,5:36:00,-18.921513,48.422127,913.9,3.7,T
Roxy,20/07/19,5:47:00,-18.921522,48.42234,876.1,0.5,T
Roxy,20/07/19,10:40:00,-18.921131,48.422455,966.1,0,T
Roxy,20/07/19,11:01:00,-18.92127,48.422291,978.6,0,T
Roxy,20/07/19,11:22:00,-18.921196,48.422306,976.9,1.6,T
Roxy,20/07/19,11:43:00,-18.92127,48.422215,1025,0,T
Roxy,20/07/19,11:47:00,-18.92124,48.422379,975,5.6,T
Roxy,20/07/19,12:10:00,-18.921198,48.422279,1034.4,2.3,T
Roxy,20/07/19,12:29:00,-18.921101,48.422863,984.9,1.9,T
Roxy,20/07/19,12:29:00,-18.920923,48.422993,991.5,1.8,T
Roxy,20/07/19,12:31:00,-18.920477,48.423203,961,1.2,T
Roxy,20/07/19,12:32:00,-18.920319,48.423325,967.7,7.8,T
Roxy,20/07/19,12:56:00,-18.921244,48.42255,1000.7,1.6,T
Roxy,20/07/19,13:23:00,-18.921186,48.422432,975.3,2.7,T
Roxy,20/07/19,13:53:00,-18.921173,48.422295,1052.9,1,T
Roxy,20/07/19,14:50:00,-18.921173,48.422295,1052.9,1,T
Roxy,20/07/19,15:10:00,-18.921278,48.422462,1054,1.3,T
Roxy,20/07/19,15:45:00,-18.921169,48.422298,984.6,0,T
Roxy,20/07/19,16:16:00,-18.921064,48.422546,1018.4,3.3,T
Roxy,20/07/19,16:33:00,-18.914202,48.428989,1065.2,3.3,T
Roxy,21/07/19,3:14:00,-18.914967,48.429165,878.7,0,T
Roxy,21/07/19,3:33:00,-18.914722,48.428757,865.3,0,T
Roxy,21/07/19,5:28:00,-18.914742,48.428532,876.1,0.8,T
Mbtrika,15/07/19,12:19:00,-18.913,48.430687,953.3,-,W
Mbtrika,15/07/19,13:47:00,-18.912966,48.430782,918.3,-,W
Mbtrika,15/07/19,13:48:00,-18.912971,48.430664,921.4,-,W
Mbtrika,15/07/19,9:03:00,-18.915533,48.429768,168.3,3.4,T
Mbtrika,15/07/19,9:26:00,-18.912703,48.430759,919,0.2,T
Mbtrika,15/07/19,9:47:00,-18.912714,48.430828,935.4,0,T
Mbtrika,15/07/19,10:42:00,-18.912975,48.430874,945.4,0.2,T
Mbtrika,15/07/19,11:04:00,-18.912533,48.4314,921.5,0,T
Mbtrika,15/07/19,11:59:00,-18.913877,48.43132,923.7,1.2,T
Mbtrika,15/07/19,12:19:00,-18.913,48.430687,953.3,2,T
Mbtrika,15/07/19,12:42:00,-18.912657,48.430706,914.8,2.7,T
Mbtrika,15/07/19,13:03:00,-18.909172,48.431587,972,1.9,T
Mbtrika,15/07/19,13:18:00,-18.913008,48.430626,926.2,0,T
Mbtrika,15/07/19,13:47:00,-18.913008,48.430626,926.2,0,T
Mbtrika,15/07/19,13:47:00,-18.912966,48.430782,918.3,1.5,T
Mbtrika,15/07/19,13:48:00,-18.912971,48.430664,921.4,0,T
Mbtrika,15/07/19,14:08:00,-18.912981,48.430679,932.9,0,T
Mbitsika,01/07/19,14:49:00,-18.924921,48.405098,915.7,1.3,T
Mbitsika,01/07/19,15:12:00,-18.924894,48.40514,935.6,0.9,T
Mbitsika,01/07/19,15:36:00,-18.924894,48.40514,935.6,0.9,T
Mbitsika,01/07/19,15:59:00,-18.924862,48.405174,911.5,1.7,T
Mbitsika,01/07/19,16:36:00,-18.924925,48.405163,926.1,1.7,T
Mbitsika,01/07/19,20:27:00,-18.924925,48.405163,926.1,1.7,T
Mbitsika,01/07/19,20:52:00,-18.924833,48.40514,926.6,5,T
Mbitsika,01/07/19,21:29:00,-18.924833,48.40514,926.6,5,T
Mbitsika,01/07/19,22:10:00,-18.924955,48.405125,936.4,0.4,T
Mbitsika,01/07/19,23:11:00,-18.924875,48.405132,945.3,0,T
Mbitsika,01/07/19,23:39:00,-18.924875,48.405132,945.3,0,T
Mbitsika,02/07/19,22:17:00,-18.924931,48.405052,935,-,W
Mbitsika,02/07/19,0:00:00,-18.925045,48.40519,944,0.5,T
Mbitsika,02/07/19,0:57:00,-18.925045,48.40519,944,0.5,T
Mbitsika,02/07/19,2:01:00,-18.924862,48.405041,935.2,1.2,T
Mbitsika,02/07/19,2:41:00,-18.924862,48.405041,935.2,1.2,T
Mbitsika,02/07/19,3:36:00,-18.924891,48.405128,941.3,0.5,T
Mbitsika,02/07/19,4:01:00,-18.924942,48.405102,903.2,0,T
Mbitsika,02/07/19,6:53:00,-18.924942,48.405102,903.2,0,T
Mbitsika,02/07/19,7:16:00,-18.924923,48.405128,960.3,0.1,T
Mbitsika,02/07/19,7:37:00,-18.924934,48.405148,919,1,T
Mbitsika,02/07/19,7:57:00,-18.924929,48.40514,921.2,0.6,T
Mbitsika,02/07/19,8:52:00,-18.924952,48.405159,913.8,1.4,T
Mbitsika,02/07/19,9:12:00,-18.924955,48.405098,922.7,0.9,T
Mbitsika,02/07/19,11:15:00,-18.924955,48.405098,922.7,0.9,T
Mbitsika,02/07/19,12:16:00,-18.924911,48.405151,940.8,0,T
Mbitsika,02/07/19,13:24:00,-18.924854,48.405098,924.1,0.5,T
Mbitsika,02/07/19,13:45:00,-18.924948,48.405018,930.6,0,T
Mbitsika,02/07/19,15:13:00,-18.924948,48.405018,930.6,0,T
Mbitsika,02/07/19,15:54:00,-18.924873,48.405167,930.1,0.5,T
Mbitsika,02/07/19,16:14:00,-18.924904,48.405056,951.5,0.8,T
Mbitsika,02/07/19,16:54:00,-18.924906,48.405094,930.2,0.4,T
Mbitsika,02/07/19,17:56:00,-18.924847,48.405113,932.5,2.1,T
Mbitsika,02/07/19,18:44:00,-18.924847,48.405113,932.5,2.1,T
Mbitsika,02/07/19,19:07:00,-18.924974,48.405247,884,3.5,T
Mbitsika,02/07/19,19:36:00,-18.924896,48.40514,940.5,1.1,T
Mbitsika,02/07/19,20:43:00,-18.924896,48.40514,940.5,1.1,T
Mbitsika,02/07/19,21:04:00,-18.924913,48.405109,924.9,2.5,T
Mbitsika,02/07/19,22:17:00,-18.924931,48.405052,935,1.1,T
Mbitsika,02/07/19,22:38:00,-18.924879,48.405109,921.3,0.4,T
Mbitsika,02/07/19,23:17:00,-18.924871,48.405136,935.9,2.7,T
Mbitsika,02/07/19,23:44:00,-18.925257,48.404495,785.5,0,T
Mbitsika,03/07/19,0:08:00,-18.925257,48.404495,785.5,0,T
Mbitsika,03/07/19,1:01:00,-18.924879,48.405144,937.4,1,T
Mbitsika,03/07/19,2:12:00,-18.924879,48.405144,937.4,1,T
Mbitsika,03/07/19,2:35:00,-18.924889,48.405102,922.7,0.4,T
Mbitsika,03/07/19,3:40:00,-18.9249,48.405121,942.7,0,T
Mbitsika,03/07/19,4:03:00,-18.924885,48.405502,918.7,2.6,T
Mbitsika,03/07/19,4:39:00,-18.924873,48.405151,942.8,3.9,T
Mbitsika,03/07/19,5:09:00,-18.924873,48.405151,942.8,3.9,T
Mbitsika,03/07/19,5:31:00,-18.924881,48.405083,933.1,0,T
Mbitsika,03/07/19,5:56:00,-18.924782,48.405003,930.6,5.1,T
Mbitsika,03/07/19,6:36:00,-18.924782,48.405003,930.6,5.1,T
Mbitsika,03/07/19,6:58:00,-18.924891,48.405102,935.5,1.4,T
Mbitsika,03/07/19,7:37:00,-18.92448,48.405956,929.4,1.8,T
Mbitsika,03/07/19,14:47:00,-18.92448,48.405956,929.4,1.8,T
Mbitsika,03/07/19,15:37:00,-18.923264,48.41396,944.9,1.4,T
Mbitsika,04/07/19,20:13:00,-18.924749,48.404991,941.5,-,W
Mbitsika,04/07/19,2:51:00,-18.923264,48.41396,944.9,1.4,T
Mbitsika,04/07/19,3:26:00,-18.925056,48.405014,913.3,0.8,T
Mbitsika,04/07/19,3:47:00,-18.925056,48.405014,913.3,0.8,T
Mbitsika,04/07/19,4:29:00,-18.924814,48.405163,923.4,0.5,T
Mbitsika,04/07/19,7:00:00,-18.924892,48.405193,937.9,2.1,T
Mbitsika,04/07/19,7:21:00,-18.924831,48.405437,1000.8,4.9,T
Mbitsika,04/07/19,8:32:00,-18.924831,48.405437,1000.8,4.9,T
Mbitsika,04/07/19,9:29:00,-18.924896,48.405106,938.2,0,T
Mbitsika,04/07/19,10:21:00,-18.925091,48.405029,881.7,0.5,T
Mbitsika,04/07/19,10:42:00,-18.924982,48.404964,934.2,0.4,T
Mbitsika,04/07/19,11:35:00,-18.924879,48.405151,935.4,0.4,T
Mbitsika,04/07/19,12:11:00,-18.924898,48.405357,952.6,0,T
Mbitsika,04/07/19,12:31:00,-18.924606,48.406013,935.6,0,T
Mbitsika,04/07/19,12:52:00,-18.924883,48.405128,937.7,0.1,T
Mbitsika,04/07/19,13:13:00,-18.925114,48.405052,924.3,1.4,T
Mbitsika,04/07/19,14:09:00,-18.924967,48.405087,934.2,0.4,T
Mbitsika,04/07/19,14:58:00,-18.924707,48.404984,935.5,1.8,T
Mbitsika,04/07/19,15:31:00,-18.925041,48.405205,904.1,1,T
Mbitsika,04/07/19,15:52:00,-18.924862,48.405155,936.5,0,T
Mbitsika,04/07/19,16:55:00,-18.924871,48.405128,936.8,1.1,T
Mbitsika,04/07/19,17:17:00,-18.924917,48.405075,933.8,0.9,T
Mbitsika,04/07/19,17:51:00,-18.924875,48.405083,936.2,0.5,T
Mbitsika,04/07/19,19:00:00,-18.924875,48.405083,936.2,0.5,T
Mbitsika,04/07/19,19:21:00,-18.924892,48.405132,928.2,0.9,T
Mbitsika,04/07/19,20:13:00,-18.924749,48.404991,941.5,0,T
Mbitsika,04/07/19,20:20:00,-18.924881,48.40506,930.1,0,T
Mbitsika,04/07/19,21:00:00,-18.924881,48.40506,930.1,0,T
Mbitsika,04/07/19,21:23:00,-18.924839,48.405125,929.1,1.8,T
Mbitsika,04/07/19,22:09:00,-18.924839,48.405125,942.4,0,T
Mbitsika,04/07/19,23:13:00,-18.924839,48.405125,942.4,0,T
Mbitsika,04/07/19,23:50:00,-18.924852,48.405113,941.1,1,T
Mbitsika,05/07/19,18:48:00,-18.924702,48.405056,961.3,-,W
Mbitsika,05/07/19,0:34:00,-18.924852,48.405113,941.1,1,T
Mbitsika,05/07/19,1:37:00,-18.924871,48.405106,936.9,4.1,T
Mbitsika,05/07/19,2:46:00,-18.924871,48.405106,936.9,4.1,T
Mbitsika,05/07/19,3:09:00,-18.924835,48.405037,937.5,1,T
Mbitsika,05/07/19,3:29:00,-18.924845,48.40522,936.3,1.7,T
Mbitsika,05/07/19,4:05:00,-18.924744,48.405182,924.8,0.4,T
Mbitsika,05/07/19,4:59:00,-18.924828,48.405117,940.4,1.8,T
Mbitsika,05/07/19,5:51:00,-18.924908,48.404999,971.8,1.1,T
Mbitsika,05/07/19,6:22:00,-18.924948,48.405025,890.9,1.7,T
Mbitsika,05/07/19,6:42:00,-18.92775,48.401814,876.5,1,T
Mbitsika,05/07/19,7:01:00,-18.927555,48.401859,945.1,0,T
Mbitsika,05/07/19,7:21:00,-18.927502,48.402027,935.5,5.6,T
Mbitsika,05/07/19,8:21:00,-18.927668,48.401875,919.6,1.5,T
Mbitsika,05/07/19,8:41:00,-18.92761,48.401913,936.1,0,T
Mbitsika,05/07/19,9:01:00,-18.927616,48.401924,922.4,0,T
Mbitsika,05/07/19,9:21:00,-18.927593,48.401894,933.5,0,T
Mbitsika,05/07/19,10:06:00,-18.925251,48.402832,937.4,0,T
Mbitsika,05/07/19,10:48:00,-18.924856,48.405094,935.1,2.4,T
Mbitsika,05/07/19,11:38:00,-18.924845,48.405327,993,0.9,T
Mbitsika,05/07/19,12:34:00,-18.924885,48.405121,931,2.2,T
Mbitsika,05/07/19,13:34:00,-18.924971,48.405121,925.7,2.2,T
Mbitsika,05/07/19,14:31:00,-18.924976,48.405128,939.9,0.5,T
Mbitsika,05/07/19,15:17:00,-18.924841,48.405064,958.4,1.5,T
Mbitsika,05/07/19,16:18:00,-18.924889,48.405167,939.8,0,T
Mbitsika,05/07/19,16:50:00,-18.924892,48.405117,938.5,0,T
Mbitsika,05/07/19,17:11:00,-18.92453,48.405884,920.4,0,T
Mbitsika,05/07/19,17:32:00,-18.924467,48.405914,916.2,1.3,T
Mbitsika,05/07/19,17:59:00,-18.924885,48.405148,922.7,1.3,T
Mbitsika,05/07/19,18:21:00,-18.924948,48.405182,924.2,0,T
Mbitsika,05/07/19,18:48:00,-18.924702,48.405056,961.3,2.2,T
Mbitsika,05/07/19,20:47:00,-18.924702,48.405056,961.3,2.2,T
Mbitsika,05/07/19,21:34:00,-18.924896,48.405235,903.6,0,T
Mbitsika,05/07/19,21:55:00,-18.924931,48.405109,926.9,0,T
Mbitsika,05/07/19,22:41:00,-18.924784,48.405087,980.9,3,T
Mbitsika,05/07/19,23:11:00,-18.924776,48.405079,957,2.8,T
Mbitsika,06/07/19,4:07:00,-18.924841,48.405064,951.1,-,W
Mbitsika,06/07/19,1:24:00,-18.924776,48.405079,957,2.8,T
Mbitsika,06/07/19,1:48:00,-18.924904,48.405109,934,0.7,T
Mbitsika,06/07/19,2:25:00,-18.924898,48.405045,952.3,1.8,T
Mbitsika,06/07/19,2:49:00,-18.924932,48.405048,938.9,0,T
Mbitsika,06/07/19,3:19:00,-18.924866,48.40514,938.9,0,T
Mbitsika,06/07/19,4:07:00,-18.924841,48.405064,951.1,2.2,T
Mbitsika,06/07/19,4:55:00,-18.924812,48.405136,951.7,3.5,T
Mbitsika,06/07/19,5:26:00,-18.924879,48.405094,966.6,1.9,T
Mbitsika,06/07/19,5:47:00,-18.924879,48.405094,966.6,1.9,T
Mbitsika,06/07/19,6:08:00,-18.924746,48.40522,949.2,1.9,T
Mbitsika,06/07/19,7:32:00,-18.924805,48.405144,929.3,0.8,T
Mbitsika,06/07/19,7:32:00,-18.924805,48.405144,929.3,0.8,T
Mbitsika,06/07/19,7:43:00,-18.924839,48.405109,937.8,1,T
Kelly,01/07/19,11:51:00,-18.924063,48.402351,923.4,0.8,T
Kelly,01/07/19,13:01:00,-18.924398,48.40271,923.3,1.4,T
Kelly,01/07/19,13:28:00,-18.924072,48.402359,910.4,1.2,T
Kelly,01/07/19,13:50:00,-18.924192,48.402359,927.5,0,T
Kelly,01/07/19,14:10:00,-18.924242,48.402313,917,0,T
Kelly,01/07/19,14:31:00,-18.923965,48.401539,930.3,2.2,T
Kelly,01/07/19,15:25:00,-18.924089,48.402493,914.8,1.1,T
Kelly,01/07/19,16:33:00,-18.924,48.402412,922.8,2.6,T
Kelly,01/07/19,16:54:00,-18.924006,48.402451,914.6,1.3,T
Kelly,01/07/19,17:50:00,-18.923897,48.402386,982.3,3,T
Kelly,01/07/19,22:36:00,-18.923897,48.402386,982.3,3,T
Kelly,01/07/19,23:20:00,-18.926403,48.408409,935.2,0.3,T
Kelly,01/07/19,23:40:00,-18.923405,48.413647,889.6,0,T
Kelly,02/07/19,0:47:00,-18.922817,48.41256,921,7.7,T
Kelly,02/07/19,1:08:00,-18.923826,48.400669,912.6,0.8,T
Kelly,02/07/19,3:25:00,-18.923826,48.400669,912.6,0.8,T
Kelly,02/07/19,4:23:00,-18.923868,48.400631,922,0.6,T
Kelly,02/07/19,4:44:00,-18.924089,48.401463,957.3,2.2,T
Kelly,02/07/19,5:06:00,-18.924171,48.40239,934.7,1.7,T
Kelly,02/07/19,5:30:00,-18.92432,48.402668,932.7,1.3,T
Kelly,02/07/19,6:58:00,-18.92432,48.402668,932.7,1.3,T
Kelly,02/07/19,7:20:00,-18.924091,48.40213,925.5,1.5,T
Kelly,02/07/19,9:02:00,-18.924091,48.40213,925.5,1.5,T
Kelly,02/07/19,9:23:00,-18.924116,48.40229,931.5,0.1,T
Kelly,02/07/19,10:23:00,-18.924078,48.402481,931.5,1,T
Kelly,02/07/19,11:01:00,-18.923632,48.403854,951.8,2.5,T
Kelly,02/07/19,11:28:00,-18.922869,48.403233,949.1,1.7,T
Kelly,02/07/19,12:36:00,-18.924221,48.402245,962.3,0,T
Kelly,02/07/19,13:27:00,-18.924107,48.40237,940.6,1.1,T
Kelly,02/07/19,14:21:00,-18.924307,48.402039,930.6,2.3,T
Kelly,02/07/19,15:32:00,-18.924213,48.402206,920.7,2.6,T
Kelly,02/07/19,16:09:00,-18.923954,48.402458,960.5,0,T
Kelly,02/07/19,16:38:00,-18.923954,48.402458,960.5,0,T
Kelly,02/07/19,17:49:00,-18.924128,48.402393,907.5,0.3,T
Kelly,03/07/19,5:03:00,-18.924385,48.402222,960.4,-,W
Kelly,03/07/19,13:42:00,-18.924276,48.402325,941,-,W
Kelly,03/07/19,2:14:00,-18.924128,48.402393,907.5,0.3,T
Kelly,03/07/19,3:23:00,-18.924068,48.402447,935.4,0.6,T
Kelly,03/07/19,3:43:00,-18.923994,48.402332,968,0,T
Kelly,03/07/19,4:03:00,-18.924,48.402401,920.4,0.3,T
Kelly,03/07/19,5:03:00,-18.924385,48.402222,960.4,1.7,T
Kelly,03/07/19,6:49:00,-18.924385,48.402222,960.4,1.7,T
Kelly,03/07/19,7:13:00,-18.924334,48.402596,939.5,0.5,T
Kelly,03/07/19,8:51:00,-18.924334,48.402596,939.5,0.5,T
Kelly,03/07/19,9:13:00,-18.92417,48.402328,920.4,1.3,T
Kelly,03/07/19,9:34:00,-18.924122,48.40229,946.6,0,T
Kelly,03/07/19,10:06:00,-18.924007,48.402332,922.7,1.8,T
Kelly,03/07/19,11:16:00,-18.923986,48.402393,949.8,0,T
Kelly,03/07/19,11:45:00,-18.923824,48.400608,919,0.9,T
Kelly,03/07/19,12:08:00,-18.923731,48.400764,946.4,1,T
Kelly,03/07/19,12:33:00,-18.923809,48.400661,926.1,1.8,T
Kelly,03/07/19,12:54:00,-18.923782,48.400681,940.1,0,T
Kelly,03/07/19,13:42:00,-18.924276,48.402325,941,0.9,T
Kelly,03/07/19,14:40:00,-18.924196,48.402321,936.1,0,T
Kelly,03/07/19,15:39:00,-18.924057,48.402306,916.3,5.1,T
Kelly,03/07/19,16:26:00,-18.924244,48.402824,915.6,0,T
Kelly,03/07/19,16:46:00,-18.924196,48.402779,903.1,0,T
Kelly,03/07/19,20:41:00,-18.924196,48.402779,903.1,0,T
Kelly,03/07/19,21:04:00,-18.924061,48.402378,927.3,0.4,T
Kelly,03/07/19,21:29:00,-18.923988,48.402374,925.6,4.1,T
Kelly,04/07/19,6:12:00,-18.921587,48.401627,1006.2,-,W
Kelly,04/07/19,17:24:00,-18.924212,48.402363,951.2,-,W
Kelly,04/07/19,2:46:00,-18.923988,48.402374,925.6,4.1,T
Kelly,04/07/19,3:08:00,-18.923985,48.402412,898.1,1.3,T
Kelly,04/07/19,3:29:00,-18.924072,48.402241,981.7,7.4,T
Kelly,04/07/19,4:24:00,-18.924072,48.402241,981.7,7.4,T
Kelly,04/07/19,5:19:00,-18.924086,48.402348,901.6,1.7,T
Kelly,04/07/19,6:12:00,-18.921587,48.401627,1006.2,1.5,T
Kelly,04/07/19,8:36:00,-18.924181,48.402695,1008.3,1,T
Kelly,04/07/19,9:02:00,-18.923973,48.402279,972.1,3.1,T
Kelly,04/07/19,10:02:00,-18.923962,48.402397,933.2,1,T
Kelly,04/07/19,10:41:00,-18.924349,48.402695,951.4,1,T
Kelly,04/07/19,11:08:00,-18.924349,48.402695,951.4,1,T
Kelly,04/07/19,12:03:00,-18.924555,48.402897,931.1,1.3,T
Kelly,04/07/19,13:06:00,-18.92403,48.402279,918.1,0.5,T
Kelly,04/07/19,13:55:00,-18.92411,48.402515,931.2,0,T
Kelly,04/07/19,14:41:00,-18.92411,48.402515,931.2,0,T
Kelly,04/07/19,15:03:00,-18.92404,48.402534,940.4,0.5,T
Kelly,04/07/19,15:38:00,-18.924009,48.402466,946.4,2.1,T
Kelly,04/07/19,16:15:00,-18.924009,48.402466,946.4,2.1,T
Kelly,04/07/19,16:35:00,-18.928698,48.399677,929.4,0,T
Kelly,04/07/19,17:24:00,-18.924212,48.402363,951.2,0.4,T
Kelly,04/07/19,17:54:00,-18.923998,48.402386,923.1,1.7,T
Kelly,04/07/19,18:47:00,-18.923939,48.402416,920.7,3.3,T
Kelly,04/07/19,20:54:00,-18.923939,48.402416,920.7,3.3,T
Kelly,04/07/19,21:39:00,-18.923935,48.40237,928.9,0.8,T
Kelly,04/07/19,22:00:00,-18.923986,48.402504,913.4,0,T
Kelly,04/07/19,22:26:00,-18.924044,48.402416,925,4.9,T
Kelly,04/07/19,22:47:00,-18.924049,48.402386,906.7,0.5,T
Kelly,05/07/19,3:31:00,-18.924047,48.402328,940.9,-,W
Kelly,05/07/19,4:22:00,-18.922325,48.403728,999.2,-,W
Kelly,05/07/19,17:01:00,-18.924074,48.402527,967.6,-,W
Kelly,05/07/19,23:15:00,-18.924055,48.402401,929,-,W
Kelly,05/07/19,23:16:00,-18.924002,48.402473,906.1,-,W
Kelly,05/07/19,3:31:00,-18.924047,48.402328,940.9,4,T
Kelly,05/07/19,3:52:00,-18.924086,48.40234,942.8,2.7,T
Kelly,05/07/19,4:14:00,-18.922075,48.403881,983.9,0.6,T
Kelly,05/07/19,4:22:00,-18.922325,48.403728,999.2,0,T
Kelly,05/07/19,5:22:00,-18.922325,48.403728,999.2,0,T
Kelly,05/07/19,5:44:00,-18.924057,48.402153,922.6,0.9,T
Kelly,05/07/19,7:07:00,-18.924057,48.402153,922.6,0.9,T
Kelly,05/07/19,8:11:00,-18.923965,48.402351,954.4,1.2,T
Kelly,05/07/19,9:34:00,-18.923965,48.402351,954.4,1.2,T
Kelly,05/07/19,9:56:00,-18.923853,48.402454,935.2,2.6,T
Kelly,05/07/19,10:17:00,-18.923744,48.402607,913.6,2.1,T
Kelly,05/07/19,11:55:00,-18.923845,48.402447,952.2,0.4,T
Kelly,05/07/19,12:15:00,-18.924026,48.402401,923.6,6.6,T
Kelly,05/07/19,12:35:00,-18.924129,48.402809,899.4,7.2,T
Kelly,05/07/19,14:24:00,-18.924129,48.402809,899.4,7.2,T
Kelly,05/07/19,14:48:00,-18.923822,48.402515,938.9,1,T
Kelly,05/07/19,15:08:00,-18.923855,48.402405,937.3,0,T
Kelly,05/07/19,16:07:00,-18.92383,48.402481,1019.7,0.4,T
Kelly,05/07/19,17:01:00,-18.924074,48.402527,967.6,2.5,T
Kelly,05/07/19,17:59:00,-18.924074,48.402527,967.6,2.5,T
Kelly,05/07/19,18:23:00,-18.923916,48.402493,940.3,2.1,T
Kelly,05/07/19,18:47:00,-18.923929,48.402382,918.8,0,T
Kelly,05/07/19,20:35:00,-18.923929,48.402382,918.8,0,T
Kelly,05/07/19,21:26:00,-18.924072,48.402287,935.9,1.8,T
Kelly,05/07/19,21:49:00,-18.924047,48.402393,921.7,3.1,T
Kelly,05/07/19,22:30:00,-18.924191,48.402294,918.2,17.7,T
Kelly,05/07/19,22:31:00,-18.923733,48.402515,939.9,1.5,T
Kelly,05/07/19,23:15:00,-18.924055,48.402401,929,0,T
Kelly,05/07/19,23:16:00,-18.924002,48.402473,906.1,1.5,T
Kelly,05/07/19,23:36:00,-18.928736,48.399803,968.1,1.7,T
Kelly,30/09/19,6:41:00,-18.924061,48.402405,952.1,-,W
Kelly,30/09/19,6:54:00,-18.924038,48.402355,931.4,-,W
Kelly,30/09/19,7:03:00,-18.923988,48.402267,952.9,-,W
Kelly,30/09/19,6:21:00,-18.924879,48.40527,898.6,1.1,T
Kelly,30/09/19,6:41:00,-18.924061,48.402405,952.1,0,T
Kelly,30/09/19,6:54:00,-18.924038,48.402355,931.4,0,T
Kelly,30/09/19,7:03:00,-18.923988,48.402267,952.9,2.4,T
Kelly,30/09/19,7:37:00,-18.924538,48.402756,928,0.8,T
Kelly,30/09/19,8:19:00,-18.924076,48.40239,928.4,1.9,T
Kelly,30/09/19,9:03:00,-18.924076,48.40239,928.4,1.9,T
Kelly,30/09/19,9:24:00,-18.924053,48.402344,939.4,0.4,T
Kelly,30/09/19,9:45:00,-18.924047,48.402435,914.8,1.3,T
Kelly,02/10/19,9:11:00,-18.924011,48.402363,930,1.3,T
Kelly,02/10/19,9:49:00,-18.924019,48.402351,941.1,1.2,T
Kelly,02/10/19,10:09:00,-18.924019,48.402359,943.5,0.9,T
Kelly,03/10/19,19:33:00,-18.925232,48.40324,944.7,-,W
Kelly,03/10/19,16:22:00,-18.924002,48.402416,930.3,1.7,T
Kelly,03/10/19,17:03:00,-18.928545,48.399746,940.1,1.9,T
Kelly,03/10/19,17:24:00,-18.928604,48.399666,935.2,1.8,T
Kelly,03/10/19,17:44:00,-18.928709,48.399738,981.2,0,T
Kelly,03/10/19,18:37:00,-18.928602,48.399929,956.4,1,T
Kelly,03/10/19,18:57:00,-18.928329,48.3997,915.8,0,T
Kelly,03/10/19,19:18:00,-18.928541,48.40023,918.5,8.2,T
Kelly,03/10/19,19:33:00,-18.925232,48.40324,944.7,8.1,T
Kelly,03/10/19,20:27:00,-18.928638,48.399765,923.2,0.5,T
Kelly,03/10/19,20:53:00,-18.928572,48.399784,941.7,0.8,T
Kelly,03/10/19,21:18:00,-18.928595,48.399815,903.9,0.5,T
Kelly,03/10/19,21:43:00,-18.928576,48.399761,933.3,0.5,T
Kelly,03/10/19,22:53:00,-18.928804,48.400185,958.4,5.1,T
Kelly,03/10/19,23:50:00,-18.928589,48.399708,927.4,1.7,T
